# DESeq2/Condition GF vs wt
NVE100	K07152
NVE7222	K00569
NVE7223	K00569
NVE7227	K15442
NVE7231	K15109
NVE7247	K20222
NVE7257	K13963
NVE7258	K13963
NVE7259	K00699
NVE7263	K09260
NVE7266	K10284
NVE7267	K00864
NVE7274	K10359
NVE7276	K01283
NVE7277	K01283
NVE7280	K13173
NVE7297	K10408
NVE7299	K12815
NVE7308	K04682
NVE734	K12893
NVE7346	K14210
NVE7349	K21862
NVE735	K04008
NVE7363	K19873
NVE7370	K05825
NVE7375	K12132
NVE741	K18628
NVE742	K03469
NVE7439	K04605
NVE744	K10877
NVE7441	K12877
NVE7481	K09540
NVE7486	K00626
NVE7492	K10267
NVE7502	K18663
NVE7509	K01937
NVE7510	K16809
NVE7512	K19001
NVE7515	K09510
NVE7521	K20526
NVE7537	K09592
NVE7545	K00451
NVE7570	K04377
NVE7572	K00469
NVE7573	K05357
NVE7575	K18398
NVE7577	K13159
NVE7583	K17043
NVE7584	K12367
NVE7600	K01022
NVE7601	K12580
NVE7607	K02899
NVE7633	K11141
NVE7641	K00254
NVE7644	K03163
NVE7645	K04144
NVE7646	K00814
NVE7684	K08824
NVE7688	K14864
NVE7689	K03132
NVE7696	K07190
NVE77	K08817
NVE7709	K12879
NVE7711	K09495
NVE7723	K03929
NVE7733	K04950
NVE7740	K20704
NVE7742	K17817
NVE7745	K00918
NVE7749	K01965
NVE7763	K15120
NVE7765	K10573
NVE7768	K01376
NVE7782	K04284
NVE7789	K16580
NVE7792	K12460
NVE7806	K00033
NVE7807	K17346
NVE7819	K21956
NVE7822	K09377
NVE7824	K00826
NVE7825	K10579
NVE7848	K16804
NVE7849	K15759
NVE7865	K12654
NVE7872	K06229
NVE7878	K08740
NVE789	K05543
NVE7903	K05673
NVE7906	K05673
NVE7907	K05673
NVE791	K12843
NVE7911	K05719
NVE7912	K04605
NVE7920	K11543
NVE7943	K08621
NVE7947	K17623
NVE7949	K04043
NVE7950	K15156
NVE7951	K15156
NVE7953	K11594
NVE7954	K09549
NVE7960	K12165
NVE7967	K12132
NVE7984	K12879
NVE7988	K13444
NVE7997	K17779
NVE7998	K06636
NVE8001	K01952
NVE801	K15335
NVE8010	K08105
NVE8019	K20316
NVE8020	K14400
NVE8024	K15015
NVE8028	K20397
NVE8039	K07588
NVE804	K14548
NVE8049	K09489
NVE8051	K17495
NVE8052	K06147
NVE8071	K01183
NVE8075	K01183
NVE8079	K09560
NVE8095	K18619
NVE8097	K10873
NVE810	K13181
NVE8101	K11251
NVE8104	K12307
NVE811	K13181
NVE8110	K11339
NVE8111	K09669
NVE812	K10630
NVE8122	K13649
NVE8125	K04727
NVE8132	K06174
NVE8133	K04594
NVE8143	K00382
NVE8147	K20631
NVE8149	K21956
NVE8160	K12309
NVE8167	K15116
NVE8175	K01562
NVE8178	K00525
NVE8185	K00262
NVE8194	K04511
NVE8199	K17894
NVE820	K14824
NVE8205	K07364
NVE8206	K20314
NVE8216	K01137
NVE8225	K08857
NVE8227	K01192
NVE8233	K00088
NVE8239	K10408
NVE8241	K10408
NVE8242	K10408
NVE8254	K04600
NVE8275	K05592
NVE8294	K05048
NVE8295	K05048
NVE8302	K01520
NVE8323	K08673
NVE8328	K02183
NVE8338	K09548
NVE8362	K22182
NVE8367	K09657
NVE8375	K02874
NVE8377	K12602
NVE8381	K17759
NVE8383	K19006
NVE8384	K19006
NVE8386	K21769
NVE8414	K06238
NVE8419	K04256
NVE8432	K06128
NVE8454	K04615
NVE8464	K06054
NVE8472	K06819
NVE8492	K03142
NVE8495	K00012
NVE85	K11652
NVE8503	K11154
NVE8509	K18406
NVE8513	K15294
NVE8531	K00543
NVE8552	K02540
NVE8553	K06777
NVE8557	K06709
NVE8558	K06709
NVE8567	K09361
NVE8571	K03239
NVE8580	K13145
NVE8589	K10590
NVE860	K05181
NVE8621	K20176
NVE863	K10443
NVE8631	K02935
NVE8637	K15015
NVE8639	K03251
NVE8656	K12386
NVE8657	K17301
NVE8660	K02377
NVE8664	K14785
NVE8665	K14848
NVE8667	K09494
NVE8672	K00546
NVE8677	K14821
NVE8679	K09090
NVE8731	K11304
NVE8733	K07883
NVE8734	K06674
NVE8740	K06068
NVE878	K02150
NVE8780	K14165
NVE8817	K00857
NVE8826	K10685
NVE8827	K10685
NVE8833	K07041
NVE884	K20790
NVE8854	K11883
NVE8863	K07304
NVE8867	K00731
NVE8870	K17509
NVE8878	K04681
NVE8885	K03979
NVE8886	K10798
NVE889	K21776
NVE8890	K16194
NVE8896	K16506
NVE8897	K16669
NVE890	K12382
NVE8904	K11519
NVE891	K12382
NVE8919	K00542
NVE8921	K01640
NVE8924	K11593
NVE8932	K12373
NVE8941	K00072
NVE895	K08375
NVE8961	K13667
NVE8964	K19679
NVE9	K11517
NVE9013	K12842
NVE9018	K14025
NVE9024	K18269
NVE9050	K04601
NVE9052	K06677
NVE9058	K01951
NVE9068	K21286
NVE9099	K05673
NVE9105	K13912
NVE9115	K06184
NVE9119	K13509
NVE9125	K01310
NVE9138	K10408
NVE9139	K10408
NVE9141	K10408
NVE9146	K11832
NVE9147	K00849
NVE9149	K11838
NVE9159	K03841
NVE9169	K11852
NVE9171	K10268
NVE9185	K14077
NVE9202	K05312
NVE9215	K05193
NVE9225	K14793
NVE9227	K14405
NVE9232	K01374
NVE9234	K17495
NVE9235	K17495
NVE9240	K17410
NVE9241	K08863
NVE925	K02183
NVE9250	K14307
NVE9267	K00249
NVE9273	K16681
NVE9280	K03627
NVE9282	K03433
NVE9284	K00809
NVE9294	K01112
NVE9296	K21625
NVE9297	K07762
NVE9299	K05956
NVE9300	K05610
NVE9315	K20396
NVE9319	K11590
NVE9329	K03953
NVE9330	K03768
NVE9353	K17924
NVE9362	K04569
NVE9365	K00901
NVE9389	K17493
NVE939	K20364
NVE9397	K04370
NVE9398	K12587
NVE9406	K10410
NVE9411	K11656
NVE9413	K13517
NVE9414	K14347
NVE942	K13159
NVE9422	K12857
NVE9425	K07374
NVE9429	K01897
NVE943	K08105
NVE9430	K00022
NVE9443	K07151
NVE9453	K04231
NVE9475	K18171
NVE9481	K03535
NVE9489	K08737
NVE9490	K17505
NVE9491	K20719
NVE9493	K17505
NVE9501	K22066
NVE9504	K19674
NVE9505	K16621
NVE9518	K12838
NVE952	K17495
NVE9520	K05542
NVE9523	K15445
NVE953	K05105
NVE9538	K00558
NVE954	K05105
NVE9576	K10636
NVE9586	K02212
NVE9587	K20029
NVE959	K03049
NVE9608	K16477
NVE9613	K00657
NVE9619	K02152
NVE9625	K01204
NVE9643	K01889
NVE9645	K14995
NVE9651	K14773
NVE9653	K21052
NVE9678	K14640
NVE968	K22078
NVE9702	K14842
NVE9725	K09577
NVE9726	K14860
NVE9736	K10726
NVE974	K01895
NVE9766	K22193
NVE9795	K14686
NVE9799	K14409
NVE98	K01025
NVE9809	K14819
NVE9824	K12562
NVE9831	K03392
NVE9832	K20183
NVE9833	K20183
NVE9839	K00671
NVE9850	K15614
NVE9851	K15420
NVE9855	K17776
NVE9856	K00710
NVE9857	K02133
NVE986	K14006
NVE9889	K20098
NVE9891	K01551
NVE9894	K20795
NVE9896	K03671
NVE9899	K09699
NVE9904	K10271
NVE9907	K09522
NVE9911	K14391
NVE9925	K00643
NVE9927	K07305
NVE9928	K09283
NVE9929	K02493
NVE9930	K00289
NVE9939	K04891
NVE9941	K10716
NVE9953	K03661
NVE9960	K08491
NVE9962	K20879
NVE9969	K12309
NVE9981	K02599
NVE9985	K21396
NVE9987	K06698
NVE9995	K00505
NVE9999	K20877
# DESeq2/Condition bJ.A vs wt
NVE100	K07152
NVE10017	K14709
NVE10021	K17341
NVE10024	K17268
NVE10025	K02132
NVE10037	K05673
NVE10060	K12881
NVE10083	K12193
NVE10086	K11498
NVE10088	K15176
NVE10093	K15464
NVE10098	K08621
NVE10099	K08632
NVE10100	K10521
NVE10152	K16330
NVE10164	K11795
NVE10174	K12586
NVE10177	K05094
NVE10179	K06237
NVE10183	K03064
NVE10186	K19514
NVE10197	K17398
NVE10201	K06111
NVE10214	K09705
NVE10216	K12232
NVE10334	K10252
NVE10390	K10801
NVE10422	K14326
NVE10484	K17794
NVE10495	K11729
NVE10501	K08773
NVE10506	K18259
NVE10531	K15109
NVE10552	K17919
NVE10574	K02542
NVE10632	K00069
NVE10642	K03433
NVE10734	K09582
NVE10746	K05765
NVE10762	K00281
NVE10787	K04567
NVE10806	K14347
NVE10827	K18468
NVE10841	K18953
NVE10857	K02263
NVE10865	K05755
NVE10878	K01365
NVE10879	K01365
NVE10881	K10416
NVE10930	K00688
NVE10940	K08465
NVE10949	K02599
NVE10950	K02599
NVE10951	K02599
NVE1096	K16573
NVE10972	K04794
NVE10976	K00476
NVE10991	K17253
NVE11040	K17906
NVE11062	K03363
NVE11063	K20280
NVE11066	K04570
NVE1108	K19656
NVE11117	K03456
NVE11119	K12331
NVE11122	K11583
NVE11147	K00036
NVE11155	K19755
NVE11169	K08202
NVE11187	K11849
NVE112	K08963
NVE11208	K03521
NVE11219	K03038
NVE11229	K22422
NVE11262	K17356
NVE11282	K17495
NVE11283	K12236
NVE11295	K09666
NVE11303	K00744
NVE11306	K11090
NVE11330	K20408
NVE11333	K12869
NVE11338	K13990
NVE1135	K03243
NVE11357	K12160
NVE11365	K14838
NVE11407	K09542
NVE11413	K08876
NVE11428	K14777
NVE11463	K07199
NVE1149	K04809
NVE11492	K00799
NVE11514	K01077
NVE11517	K01077
NVE1157	K04615
NVE11577	K01620
NVE1159	K17253
NVE11632	K10080
NVE11678	K03454
NVE11689	K14411
NVE11713	K09488
NVE11722	K16769
NVE11745	K12389
NVE11749	K05636
NVE1175	K08515
NVE1180	K10106
NVE11802	K12876
NVE11821	K05286
NVE11827	K15100
NVE1183	K09108
NVE11840	K08496
NVE11846	K01948
NVE11847	K01948
NVE11882	K16866
NVE11923	K01940
NVE11943	K17885
NVE11962	K04796
NVE11963	K14564
NVE1201	K13342
NVE12028	K09288
NVE12089	K10349
NVE12111	K17578
NVE12115	K15118
NVE1212	K11091
NVE12139	K13352
NVE12149	K03245
NVE12158	K05849
NVE1217	K19914
NVE12177	K02503
NVE12192	K04307
NVE12195	K12047
NVE12196	K10656
NVE1221	K01634
NVE12260	K08835
NVE1227	K13811
NVE12312	K14822
NVE12328	K09531
NVE12336	K12402
NVE12342	K07904
NVE12380	K19721
NVE12389	K00759
NVE12397	K11147
NVE12401	K14790
NVE12441	K04712
NVE12456	K02907
NVE12485	K08606
NVE12495	K12373
NVE12501	K01897
NVE12519	K11251
NVE12522	K16172
NVE12551	K04440
NVE12558	K10380
NVE1259	K04526
NVE1264	K00972
NVE12649	K00760
NVE12650	K09582
NVE12665	K07827
NVE12669	K15161
NVE12705	K14555
NVE12739	K08187
NVE1274	K11140
NVE12748	K09848
NVE12751	K12405
NVE12755	K08465
NVE1276	K20478
NVE12762	K09268
NVE12771	K17592
NVE12774	K17592
NVE12823	K14411
NVE12849	K02151
NVE1286	K16866
NVE12867	K03258
NVE12873	K14399
NVE12874	K00275
NVE12889	K11716
NVE12905	K08824
NVE12908	K00734
NVE12914	K11850
NVE12928	K06560
NVE1293	K01793
NVE12932	K18212
NVE12933	K15448
NVE12944	K07375
NVE12952	K15731
NVE12958	K17356
NVE12962	K14616
NVE12979	K04950
NVE1299	K04984
NVE12994	K12818
NVE13003	K17964
NVE1303	K15104
NVE13039	K19912
NVE13078	K09430
NVE13094	K06777
NVE13129	K00966
NVE13163	K00615
NVE13170	K13528
NVE13177	K09487
NVE13205	K13347
NVE13207	K07019
NVE13231	K15015
NVE13266	K07178
NVE13277	K04946
NVE13366	K04523
NVE13368	K06840
NVE13413	K02296
NVE13418	K19944
NVE13458	K04491
NVE13493	K15162
NVE13506	K13748
NVE13515	K09506
NVE13550	K09660
NVE13572	K07424
NVE13600	K17361
NVE13606	K17768
NVE13661	K11405
NVE13662	K13171
NVE13688	K04534
NVE13689	K11270
NVE1369	K20726
NVE13710	K02432
NVE13711	K04796
NVE1377	K00587
NVE13794	K01866
NVE13830	K13137
NVE13871	K15281
NVE13880	K03364
NVE13893	K13202
NVE13905	K11092
NVE13908	K14560
NVE13916	K10369
NVE13930	K05931
NVE13935	K12393
NVE1394	K00147
NVE13952	K22188
NVE13964	K13199
NVE13965	K11789
NVE13974	K01764
NVE13981	K09232
NVE13993	K10703
NVE14007	K16942
NVE14036	K01939
NVE14046	K05039
NVE14073	K14020
NVE14076	K19360
NVE141	K08465
NVE14118	K01540
NVE14122	K04988
NVE1413	K13356
NVE14180	K07911
NVE1420	K00108
NVE14201	K05692
NVE14204	K12847
NVE14208	K01681
NVE14229	K08378
NVE14277	K20705
NVE14282	K12323
NVE14301	K00698
NVE14374	K22384
NVE14394	K22145
NVE14401	K02607
NVE14405	K17508
NVE14474	K13761
NVE14552	K17751
NVE14559	K14545
NVE14564	K15438
NVE14583	K00803
NVE1459	K12505
NVE14615	K06883
NVE1464	K19882
NVE14757	K04809
NVE14758	K05312
NVE14790	K22137
NVE14794	K03240
NVE14825	K04367
NVE14848	K00966
NVE14881	K12897
NVE14884	K07374
NVE14897	K16196
NVE14908	K19910
NVE14910	K00006
NVE14916	K04564
NVE14917	K09577
NVE14919	K08776
NVE14927	K09517
NVE14933	K07374
NVE14935	K10596
NVE1494	K20478
NVE1495	K20478
NVE14952	K17341
NVE14953	K17341
NVE14985	K01415
NVE14986	K08635
NVE14996	K11252
NVE1502	K01873
NVE15024	K05449
NVE15043	K16273
NVE15089	K03317
NVE15173	K18754
NVE15187	K16343
NVE15195	K00799
NVE15202	K00761
NVE15238	K19721
NVE15239	K19721
NVE15255	K17286
NVE15261	K04397
NVE15276	K15040
NVE15297	K00364
NVE15323	K15102
NVE15353	K11718
NVE15354	K09452
NVE15378	K07427
NVE15381	K03019
NVE15382	K04605
NVE15414	K17086
NVE15418	K18467
NVE15419	K20804
NVE15424	K00871
NVE15433	K07876
NVE15437	K15449
NVE15442	K16574
NVE15469	K04646
NVE15477	K08606
NVE15479	K18890
NVE15498	K09613
NVE15516	K18592
NVE15530	K11471
NVE15540	K06127
NVE15554	K09048
NVE15569	K06778
NVE1557	K01349
NVE15571	K06778
NVE15576	K06778
NVE15603	K04150
NVE15607	K03260
NVE15654	K11411
NVE15669	K20477
NVE1567	K00830
NVE15673	K17414
NVE15678	K22390
NVE15679	K19511
NVE15688	K11713
NVE1569	K11778
NVE15724	K14085
NVE15731	K19911
NVE15733	K08056
NVE15734	K08056
NVE15735	K06847
NVE15789	K12948
NVE15801	K17307
NVE15830	K22282
NVE15835	K12666
NVE15856	K14703
NVE15873	K05850
NVE15884	K07917
NVE15893	K03676
NVE15896	K05763
NVE15913	K03036
NVE15925	K20704
NVE15927	K03017
NVE15962	K20347
NVE15969	K06978
NVE15987	K18443
NVE16000	K11977
NVE16026	K01411
NVE16028	K12849
NVE1605	K19502
NVE1609	K01201
NVE16105	K21852
NVE16109	K05051
NVE16114	K04984
NVE16115	K04984
NVE16136	K17255
NVE16149	K17499
NVE16181	K00820
NVE16202	K14310
NVE16227	K21247
NVE16238	K09497
NVE16251	K03363
NVE16259	K11514
NVE16286	K19022
NVE16298	K15695
NVE16308	K05768
NVE16336	K21554
NVE16356	K00933
NVE16360	K20223
NVE1639	K04488
NVE16396	K11321
NVE16398	K18710
NVE16399	K19041
NVE16406	K05955
NVE16413	K00432
NVE16435	K12846
NVE16441	K04967
NVE16451	K13421
NVE16474	K05094
NVE16490	K05048
NVE16491	K05048
NVE16494	K04988
NVE16526	K02437
NVE1654	K00799
NVE16552	K00624
NVE16574	K16174
NVE16575	K17552
NVE1658	K00286
NVE16584	K14713
NVE16598	K12647
NVE16604	K20369
NVE16610	K14686
NVE16617	K10866
NVE16619	K01519
NVE16625	K20825
NVE16658	K02085
NVE1674	K13160
NVE16747	K00999
NVE16749	K00967
NVE16754	K01195
NVE16756	K06883
NVE16757	K09568
NVE16768	K00605
NVE1679	K10277
NVE168	K06106
NVE16812	K07126
NVE16846	K05743
NVE16850	K20182
NVE16855	K01581
NVE16888	K11108
NVE16891	K12896
NVE16892	K12896
NVE16912	K00915
NVE16915	K20520
NVE16946	K00666
NVE17026	K02946
NVE17049	K20526
NVE17074	K04716
NVE17099	K06724
NVE17104	K17094
NVE17138	K12383
NVE17153	K19870
NVE17154	K15410
NVE17187	K00965
NVE17197	K01868
NVE17198	K12383
NVE17212	K11247
NVE17234	K11662
NVE17277	K10895
NVE17279	K00471
NVE17309	K05360
NVE17310	K12478
NVE17340	K14771
NVE17350	K13165
NVE17351	K22071
NVE17353	K06620
NVE17360	K07375
NVE17367	K01008
NVE1740	K12470
NVE17403	K10890
NVE17411	K14820
NVE17436	K11338
NVE17481	K08202
NVE17523	K15084
NVE17550	K20178
NVE17569	K01948
NVE17571	K01953
NVE17623	K01426
NVE17642	K13649
NVE17685	K05858
NVE17690	K08821
NVE17787	K12302
NVE17802	K06777
NVE1787	K07575
NVE17877	K05619
NVE17882	K00758
NVE17892	K19907
NVE1790	K17566
NVE17918	K18258
NVE1793	K17087
NVE17949	K10356
NVE1795	K14830
NVE18014	K01555
NVE18016	K03113
NVE18019	K09516
NVE18021	K04266
NVE18023	K21398
NVE18033	K20185
NVE18035	K22291
NVE18042	K15119
NVE18061	K07208
NVE18073	K14383
NVE18075	K05758
NVE18079	K00757
NVE18105	K12323
NVE18114	K02270
NVE18136	K13100
NVE18172	K00512
NVE18222	K20293
NVE18267	K17916
NVE18284	K11251
NVE18292	K00666
NVE18300	K03259
NVE18310	K05323
NVE18329	K03063
NVE18332	K17512
NVE18355	K03037
NVE1844	K05195
NVE18484	K09355
NVE18494	K01593
NVE18506	K05765
NVE18524	K10641
NVE18562	K00728
NVE18569	K13515
NVE1857	K17495
NVE1858	K01556
NVE18588	K05673
NVE18628	K10133
NVE18629	K06176
NVE18682	K09090
NVE18684	K20292
NVE18696	K06071
NVE18699	K00939
NVE18735	K09502
NVE18762	K00541
NVE18766	K12662
NVE18776	K01528
NVE1880	K21421
NVE1882	K17253
NVE18849	K20526
NVE1885	K19721
NVE18852	K03126
NVE18882	K05192
NVE18893	K05208
NVE18924	K14163
NVE18925	K01886
NVE18936	K01301
NVE18940	K06943
NVE18986	K12188
NVE18987	K18732
NVE18989	K04077
NVE18990	K04078
NVE18992	K16774
NVE19006	K10277
NVE19025	K08833
NVE19059	K11153
NVE19068	K10740
NVE1907	K14443
NVE1908	K04392
NVE19118	K14565
NVE19122	K03870
NVE19183	K05768
NVE19184	K05768
NVE19215	K22415
NVE1923	K13138
NVE19231	K00693
NVE19285	K12021
NVE19286	K04367
NVE19345	K02183
NVE19357	K05186
NVE19361	K05181
NVE19388	K00844
NVE19392	K15223
NVE19396	K20032
NVE19398	K11279
NVE1940	K03035
NVE19435	K11699
NVE19480	K10144
NVE19499	K08801
NVE19502	K09866
NVE19517	K11577
NVE19523	K15791
NVE19526	K00654
NVE19531	K14000
NVE19557	K07937
NVE19566	K13295
NVE19590	K01277
NVE19596	K12383
NVE19611	K00728
NVE19616	K17421
NVE19633	K04515
NVE19671	K17350
NVE19694	K04266
NVE1971	K11294
NVE19737	K17261
NVE19755	K06942
NVE19765	K11730
NVE19775	K12811
NVE19802	K00600
NVE19804	K19363
NVE19829	K11224
NVE19830	K02735
NVE19899	K01204
NVE1990	K08765
NVE19903	K07407
NVE19925	K22074
NVE19928	K01969
NVE19946	K02144
NVE19980	K00507
NVE19985	K20367
NVE19990	K00907
NVE20000	K01711
NVE20023	K18055
NVE20034	K10704
NVE20069	K16353
NVE20075	K00699
NVE20082	K13763
NVE20090	K00512
NVE20101	K02513
NVE20120	K02147
NVE20127	K01737
NVE20146	K09353
NVE20148	K06532
NVE20151	K00884
NVE20159	K04200
NVE20165	K11150
NVE20186	K20120
NVE2019	K04438
NVE2020	K14012
NVE20247	K08369
NVE2028	K05673
NVE20300	K17926
NVE20303	K05692
NVE20305	K05692
NVE20307	K09140
NVE20315	K16677
NVE20319	K21595
NVE20320	K21595
NVE20340	K01301
NVE20347	K14005
NVE20357	K01301
NVE20358	K17253
NVE20360	K17341
NVE20378	K13912
NVE20401	K09250
NVE20403	K10450
NVE20409	K00214
NVE20411	K00214
NVE20412	K03283
NVE20413	K19495
NVE20431	K04425
NVE20450	K14570
NVE20452	K01758
NVE20454	K03848
NVE20467	K09090
NVE20476	K05629
NVE20482	K04994
NVE20498	K20363
NVE2056	K04892
NVE20576	K11140
NVE2058	K01206
NVE20602	K02154
NVE20608	K10536
NVE20613	K20472
NVE20625	K11600
NVE2063	K11413
NVE20648	K19721
NVE20658	K14589
NVE20686	K01148
NVE20699	K05730
NVE20754	K06030
NVE20759	K15279
NVE20763	K17401
NVE20765	K17681
NVE20781	K07440
NVE20797	K00797
NVE2080	K02223
NVE20829	K00546
NVE20857	K15293
NVE20865	K01253
NVE2091	K10799
NVE2092	K15719
NVE20933	K12302
NVE20936	K01557
NVE20941	K00819
NVE20957	K11129
NVE20959	K13708
NVE20960	K04150
NVE20977	K13704
NVE20979	K15263
NVE20982	K18416
NVE20984	K10660
NVE20987	K15167
NVE20993	K18674
NVE20997	K15213
NVE21004	K04796
NVE21011	K02259
NVE21037	K05673
NVE21039	K20052
NVE21043	K04988
NVE21049	K08793
NVE21057	K18123
NVE21062	K14794
NVE21080	K02445
NVE21086	K03424
NVE21105	K19721
NVE21107	K19721
NVE21109	K08517
NVE21117	K08631
NVE2112	K12305
NVE21175	K11086
NVE2118	K06537
NVE21203	K10151
NVE21214	K12892
NVE2123	K11434
NVE21249	K16353
NVE21257	K16198
NVE21267	K02726
NVE21269	K01876
NVE21271	K00942
NVE21274	K11827
NVE21306	K19675
NVE21309	K07002
NVE21361	K15498
NVE21389	K10808
NVE21408	K18245
NVE21410	K10739
NVE21434	K09396
NVE21445	K09332
NVE21451	K12741
NVE21452	K01836
NVE21454	K02332
NVE21471	K04910
NVE21498	K20349
NVE21509	K05312
NVE21514	K10752
NVE21530	K22070
NVE21539	K21970
NVE21575	K01322
NVE21577	K11972
NVE216	K18334
NVE21620	K12391
NVE21647	K00290
NVE21652	K14767
NVE2172	K04043
NVE21734	K03833
NVE21738	K00485
NVE21741	K15306
NVE21775	K12856
NVE21785	K14308
NVE21786	K03252
NVE21843	K00297
NVE21877	K04615
NVE21878	K00049
NVE21910	K18584
NVE21933	K14312
NVE21969	K05864
NVE21987	K14007
NVE21993	K09608
NVE21995	K21989
NVE22023	K19410
NVE22025	K00477
NVE22032	K13192
NVE22039	K05749
NVE2205	K15381
NVE22157	K03781
NVE22173	K16726
NVE22192	K05289
NVE22193	K00413
NVE2223	K00544
NVE22241	K14309
NVE22243	K17509
NVE22250	K12132
NVE2228	K00128
NVE22293	K03238
NVE2230	K12176
NVE22317	K01596
NVE22319	K18026
NVE22347	K01939
NVE22362	K00658
NVE22376	K01724
NVE22378	K06269
NVE22395	K13025
NVE22411	K03233
NVE22428	K02730
NVE22443	K03131
NVE22444	K01958
NVE22445	K01958
NVE22448	K10667
NVE22457	K00670
NVE22509	K13278
NVE2252	K13044
NVE22524	K04223
NVE22525	K04079
NVE2253	K07178
NVE22537	K05546
NVE22539	K08585
NVE22553	K01166
NVE22567	K11584
NVE2257	K14763
NVE22588	K03265
NVE22611	K05190
NVE22629	K00567
NVE2267	K07376
NVE22673	K13187
NVE22697	K13646
NVE227	K14003
NVE22712	K10643
NVE22740	K15290
NVE2275	K00213
NVE22759	K13111
NVE2277	K07376
NVE2284	K02888
NVE22853	K18237
NVE22856	K09583
NVE22930	K00323
NVE22958	K18666
NVE22973	K15303
NVE22974	K14537
NVE22976	K03505
NVE22991	K16353
NVE23006	K09291
NVE23023	K18260
NVE23028	K15789
NVE23034	K08187
NVE23044	K01242
NVE23052	K06630
NVE23053	K14809
NVE2315	K05673
NVE23160	K04399
NVE23181	K05765
NVE23187	K08991
NVE23199	K22198
NVE23200	K02149
NVE23257	K01958
NVE2328	K13868
NVE23285	K20478
NVE23286	K14568
NVE23323	K13868
NVE23354	K19199
NVE2336	K17086
NVE23390	K17725
NVE234	K10436
NVE23407	K16762
NVE2343	K05396
NVE23430	K05023
NVE23439	K10366
NVE23472	K10382
NVE2348	K01490
NVE23535	K05906
NVE23572	K09877
NVE23589	K04796
NVE23609	K16669
NVE23672	K05759
NVE23706	K01070
NVE23796	K03012
NVE23805	K06254
NVE23810	K01310
NVE23815	K01183
NVE23818	K01689
NVE23820	K07903
NVE23825	K14835
NVE23864	K04507
NVE239	K03434
NVE23930	K01179
NVE23932	K01179
NVE23951	K17543
NVE23956	K11253
NVE23975	K03540
NVE23976	K02257
NVE23978	K07195
NVE23990	K10949
NVE23998	K17868
NVE24007	K11252
NVE24009	K02267
NVE24041	K11252
NVE24069	K03652
NVE24079	K14775
NVE24126	K04969
NVE24134	K01530
NVE24140	K00789
NVE24168	K11654
NVE24172	K16480
NVE2418	K04593
NVE24188	K12751
NVE24193	K05673
NVE24194	K01558
NVE24195	K01558
NVE242	K02156
NVE24269	K12021
NVE24273	K12493
NVE24283	K08813
NVE24297	K00261
NVE24309	K01052
NVE2445	K00128
NVE24473	K08764
NVE24520	K01915
NVE24529	K14312
NVE2456	K20478
NVE24594	K17824
NVE24597	K00738
NVE24627	K00565
NVE24635	K03783
NVE24732	K01183
NVE24795	K00294
NVE24797	K17079
NVE24806	K01769
NVE24818	K07901
NVE24826	K00456
NVE24832	K14797
NVE2484	K04984
NVE2489	K20360
NVE24894	K16816
NVE24898	K17985
NVE24920	K09345
NVE24946	K08239
NVE24947	K14026
NVE2496	K01835
NVE24983	K10649
NVE24992	K09569
NVE24997	K21870
NVE25006	K07232
NVE2501	K05857
NVE25016	K09553
NVE25022	K00512
NVE25028	K00621
NVE25029	K17610
NVE2505	K12663
NVE25055	K05695
NVE2506	K10291
NVE25076	K17260
NVE2508	K12396
NVE25081	K01858
NVE2510	K08375
NVE25125	K16576
NVE2517	K06639
NVE25197	K03105
NVE25218	K06819
NVE25222	K05673
NVE25265	K11647
NVE25305	K20644
NVE25329	K04150
NVE25332	K06238
NVE2534	K11248
NVE25345	K15425
NVE25373	K09851
NVE25388	K17543
NVE2539	K05765
NVE25435	K21914
NVE25467	K00857
NVE25488	K19347
NVE25492	K13516
NVE255	K06238
NVE25544	K04795
NVE25587	K12883
NVE25599	K00474
NVE25606	K03016
NVE25610	K09225
NVE25611	K04984
NVE25653	K12459
NVE25689	K18082
NVE25698	K12893
NVE25706	K11394
NVE25754	K08734
NVE25777	K09624
NVE25833	K22387
NVE25865	K09493
NVE25875	K12132
NVE25929	K20819
NVE25965	K05236
NVE2599	K14837
NVE26008	K20173
NVE26013	K00461
NVE2603	K19328
NVE26069	K08606
NVE26074	K13251
NVE26088	K04500
NVE26092	K07525
NVE26093	K01415
NVE26101	K03189
NVE26102	K17500
NVE26110	K19464
NVE26113	K09459
NVE26119	K00981
NVE26120	K04802
NVE26144	K15438
NVE26189	K11367
NVE26208	K05678
NVE2635	K12132
NVE2677	K18412
NVE2699	K07374
NVE2702	K07374
NVE2706	K15235
NVE2712	K12389
NVE2723	K07556
NVE274	K17497
NVE2772	K04988
NVE2792	K13238
NVE2820	K00940
NVE2825	K12585
NVE2832	K09608
NVE287	K01069
NVE2870	K05692
NVE2871	K18441
NVE2908	K00457
NVE2913	K19882
NVE2937	K09577
NVE296	K19948
NVE3002	K09209
NVE3047	K04615
NVE3048	K04615
NVE3062	K01638
NVE3064	K11088
NVE3076	K04097
NVE3078	K02266
NVE3079	K06942
NVE3081	K07903
NVE3085	K00248
NVE3094	K14298
NVE3113	K20478
NVE3184	K14800
NVE3191	K00323
NVE3217	K01176
NVE3220	K03868
NVE3248	K12489
NVE3249	K17784
NVE3256	K21971
NVE3259	K00010
NVE3268	K15284
NVE3274	K11456
NVE3278	K17360
