"","transcript","ORF","cluster","bE","bJ","bA","SP","No.TM","KO","Kegg"
"3412","NVE20912","Gene.31793::NVE20912::g.31793::m.31793","cluster828",0,0,0,"N",1,"K09668","LARGE; glycosyltransferase-like protein LARGE [EC:2.4.2.- 2.4.1.-]"
"3413","NVE12852","Gene.19674::NVE12852::g.19674::m.19674","cluster84",0,0,0,"N",0,"K20636","ARHGAP12_27; Rho GTPase-activating protein 12/27"
"23930","NVE12852","Gene.19675::NVE12852::g.19675::m.19675","cluster845",0,0,0,"N",0,"",""
"3414","NVE7943","Gene.12118::NVE7943::g.12118::m.12118","cluster41",0,0,0,"N",0,"K08621","ADAMTS6; a disintegrin and metalloproteinase with thrombospondin motifs 6 [EC:3.4.24.-]"
"3415","NVE3717","Gene.5893::NVE3717::g.5893::m.5893","cluster92",0,0,0,"N",1,"K01301","NAALAD; N-acetylated-alpha-linked acidic dipeptidase [EC:3.4.17.21]"
"13072","NVE3717","Gene.5894::NVE3717::g.5894::m.5894","cluster444",0,0,0,"N",0,"",""
"3416","NVE16289","Gene.24905::NVE16289::g.24905::m.24905","cluster17",0,0,0,"N",0,"K09640","TMPRSS9; transmembrane protease serine 9 [EC:3.4.21.-]"
"28042","NVE16289","Gene.24906::NVE16289::g.24906::m.24906","cluster1521",0,0,0,"Y",0,"",""
"28043","NVE16289","Gene.24907::NVE16289::g.24907::m.24907","cluster3265",0,0,0,"N",2,"",""
"3417","NVE10008","Gene.15318::NVE10008::g.15318::m.15318","cluster60",0,0,0,"N",0,"K12035","TRIM71; tripartite motif-containing protein 71 [EC:2.3.2.27]"
"20468","NVE10008","Gene.15319::NVE10008::g.15319::m.15319","cluster216",0,0,0,"N",0,"",""
"20469","NVE10008","Gene.15320::NVE10008::g.15320::m.15320","cluster4280",0,0,0,"N",0,"",""
"3418","NVE15987","Gene.24476::NVE15987::g.24476::m.24476","cluster6828",0,0,0,"N",0,"K18443","GBF1; golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1"
"27682","NVE15987","Gene.24477::NVE15987::g.24477::m.24477","cluster6157",0,0,0,"N",0,"",""
"27683","NVE15987","Gene.24478::NVE15987::g.24478::m.24478","cluster281",0,0,0,"N",0,"",""
"3419","NVE12804","Gene.19606::NVE12804::g.19606::m.19606","cluster655",0,0,0,"N",0,"K03351","APC4; anaphase-promoting complex subunit 4"
"23882","NVE12804","Gene.19607::NVE12804::g.19607::m.19607","cluster731",0,0,0,"N",0,"",""
"3420","NVE8194","Gene.12496::NVE8194::g.12496::m.12496","cluster178",0,0,0,"N",0,"K04511","PRICKLE; prickle"
"18254","NVE8194","Gene.12497::NVE8194::g.12497::m.12497","cluster246",0,0,0,"N",0,"",""
"3421","NVE17652","Gene.27008::NVE17652::g.27008::m.27008","cluster2831",0,0,0,"N",0,"K10480","BTBD8; BTB/POZ domain-containing protein 8"
"29700","NVE17652","Gene.27009::NVE17652::g.27009::m.27009","cluster3095",0,0,0,"N",0,"",""
"3422","NVE8823","Gene.13447::NVE8823::g.13447::m.13447","cluster1",0,0,0,"N",0,"K20291","COG4; conserved oligomeric Golgi complex subunit 4"
"3423","NVE8311","Gene.12681::NVE8311::g.12681::m.12681","cluster3149",0,0,0,"N",0,"K20796","PRDM7_9; histone-lysine N-methyltransferase PRDM7/9 [EC:2.1.1.43]"
"18407","NVE8311","Gene.12682::NVE8311::g.12682::m.12682","cluster3302",0,0,0,"N",0,"",""
"3424","NVE6058","Gene.9345::NVE6058::g.9345::m.9345","cluster2266",0,0,0,"N",0,"K10891","FANCD2; fanconi anemia group D2 protein"
"3425","NVE20340","Gene.30912::NVE20340::g.30912::m.30912","cluster92",0,0,0,"Y",1,"K01301","NAALAD; N-acetylated-alpha-linked acidic dipeptidase [EC:3.4.17.21]"
"3426","NVE14558","Gene.22360::NVE14558::g.22360::m.22360","cluster2371",0,0,0,"N",0,"K12404","GGA; ADP-ribosylation factor-binding protein GGA"
"26056","NVE14558","Gene.22361::NVE14558::g.22361::m.22361","cluster193",0,0,0,"N",1,"",""
"3427","NVE1911","Gene.3095::NVE1911::g.3095::m.3095","cluster1",0,0,0,"N",0,"K20474","RINT1; RAD50-interacting protein 1"
"10880","NVE1911","Gene.3096::NVE1911::g.3096::m.3096","cluster981",0,0,0,"N",0,"",""
"3428","NVE3921","Gene.6199::NVE3921::g.6199::m.6199","cluster60",0,0,0,"N",0,"K12035","TRIM71; tripartite motif-containing protein 71 [EC:2.3.2.27]"
"13312","NVE3921","Gene.6200::NVE3921::g.6200::m.6200","cluster4552",0,0,0,"N",1,"",""
"3429","NVE23966","Gene.36374::NVE23966::g.36374::m.36374","cluster1007",0,0,0,"N",11,"K14996","SLC38A10; solute carrier family 38 (sodium-coupled neutral amino acid transporter), member 10"
"3430","NVE7113","Gene.10908::NVE7113::g.10908::m.10908","cluster343",0,0,0,"N",0,"K02105","CTNNB1; catenin beta 1"
"17003","NVE7113","Gene.10909::NVE7113::g.10909::m.10909","cluster287",0,0,0,"N",0,"",""
"17004","NVE7113","Gene.10910::NVE7113::g.10910::m.10910","cluster3649",0,0,0,"N",0,"",""
"17005","NVE7113","Gene.10911::NVE7113::g.10911::m.10911","cluster1230",0,0,0,"N",0,"",""
"3431","NVE13154","Gene.20312::NVE13154::g.20312::m.20312","cluster21",0,0,0,"N",7,"K05673","ABCC4; ATP-binding cassette, subfamily C (CFTR/MRP), member 4"
"3432","NVE8140","Gene.12416::NVE8140::g.12416::m.12416","cluster3990",0,0,0,"N",0,"K14966","HCFC; host cell factor"
"3433","NVE15105","Gene.23136::NVE15105::g.23136::m.23136","cluster8",0,0,0,"N",0,"K04373","RPS6KA; ribosomal protein S6 kinase alpha-1/2/3/6 [EC:2.7.11.1]"
"26644","NVE15105","Gene.23137::NVE15105::g.23137::m.23137","cluster430",0,0,0,"N",0,"",""
"3434","NVE8125","Gene.12396::NVE8125::g.12396::m.12396","cluster1201",0,0,0,"N",2,"K04727","PDCD8; programmed cell death 8 (apoptosis-inducing factor) [EC:1.-.-.-]"
"3435","NVE17811","Gene.27229::NVE17811::g.27229::m.27229","cluster1218",0,0,0,"N",4,"K13806","DAGL; sn1-specific diacylglycerol lipase [EC:3.1.1.-]"
"29880","NVE17811","Gene.27230::NVE17811::g.27230::m.27230","cluster632",0,0,0,"N",0,"",""
"29881","NVE17811","Gene.27231::NVE17811::g.27231::m.27231","cluster1427",0,0,0,"N",0,"",""
"3436","NVE22697","Gene.34551::NVE22697::g.34551::m.34551","cluster1747",0,0,0,"Y",0,"K13646","PLOD3; lysyl hydroxylase/galactosyltransferase/glucosyltransferase [EC:1.14.11.4 2.4.1.50 2.4.1.66]"
"3437","NVE5431","Gene.8402::NVE5431::g.8402::m.8402","cluster18",0,0,0,"N",0,"K04365","BRAF; B-Raf proto-oncogene serine/threonine-protein kinase [EC:2.7.11.1]"
"15028","NVE5431","Gene.8403::NVE5431::g.8403::m.8403","cluster4759",0,0,0,"N",0,"",""
"3438","NVE5464","Gene.8455::NVE5464::g.8455::m.8455","cluster4058",0,0,0,"N",0,"K11109","POT1; protection of telomeres protein 1"
"3439","NVE2153","Gene.3482::NVE2153::g.3482::m.3482","cluster60",0,0,0,"N",0,"K12035","TRIM71; tripartite motif-containing protein 71 [EC:2.3.2.27]"
"11194","NVE2153","Gene.3483::NVE2153::g.3483::m.3483","cluster520",0,0,0,"N",0,"",""
"3440","NVE9854","Gene.15083::NVE9854::g.15083::m.15083","cluster39",0,0,0,"N",0,"K00111","glpA; glycerol-3-phosphate dehydrogenase [EC:1.1.5.3]"
"20291","NVE9854","Gene.15084::NVE9854::g.15084::m.15084","cluster881",0,0,0,"Y",0,"",""
"20292","NVE9854","Gene.15085::NVE9854::g.15085::m.15085","cluster2506",0,0,0,"N",0,"",""
"3441","NVE7351","Gene.11235::NVE7351::g.11235::m.11235","cluster8",0,0,0,"N",0,"K18050","PRKCE; novel protein kinase C epsilon type [EC:2.7.11.13]"
"3442","NVE4506","Gene.7043::NVE4506::g.7043::m.7043","cluster5974",0,0,1,"N",0,"K15075","MET18; DNA repair/transcription protein MET18/MMS19"
"3443","NVE3581","Gene.5701::NVE3581::g.5701::m.5701","cluster2486",0,0,0,"N",1,"K21418","HMOX2; heme oxygenase 2 [EC:1.14.14.18]"
"12926","NVE3581","Gene.5702::NVE3581::g.5702::m.5702","cluster152",0,0,0,"N",0,"",""
"12927","NVE3581","Gene.5703::NVE3581::g.5703::m.5703","cluster6010",0,0,0,"N",0,"",""
"3444","NVE24759","Gene.37505::NVE24759::g.37505::m.37505","cluster22",0,0,0,"N",0,"K04601","CELSR2; cadherin EGF LAG seven-pass G-type receptor 2"
"37953","NVE24759","Gene.37506::NVE24759::g.37506::m.37506","cluster904",0,0,0,"N",0,"",""
"37954","NVE24759","Gene.37507::NVE24759::g.37507::m.37507","cluster904",0,0,0,"N",0,"",""
"37955","NVE24759","Gene.37508::NVE24759::g.37508::m.37508","cluster904",0,0,0,"N",0,"",""
"37956","NVE24759","Gene.37509::NVE24759::g.37509::m.37509","cluster620",0,0,0,"N",0,"",""
"37957","NVE24759","Gene.37510::NVE24759::g.37510::m.37510","cluster620",0,0,0,"N",0,"",""
"3445","NVE9859","Gene.15092::NVE9859::g.15092::m.15092","cluster92",0,0,0,"Y",0,"K01301","NAALAD; N-acetylated-alpha-linked acidic dipeptidase [EC:3.4.17.21]"
"3446","NVE19512","Gene.29693::NVE19512::g.29693::m.29693","cluster6875",0,0,0,"N",0,"K11577","KNTC1; kinetochore-associated protein 1"
"3447","NVE26093","Gene.39544::NVE26093::g.39544::m.39544","cluster93",0,0,0,"N",1,"K01415","ECE; endothelin-converting enzyme [EC:3.4.24.71]"
"3448","NVE964","Gene.1643::NVE964::g.1643::m.1643","cluster21",0,0,0,"N",5,"K05657","ABCB10; ATP-binding cassette, subfamily B (MDR/TAP), member 10"
"3449","NVE3366","Gene.5324::NVE3366::g.5324::m.5324","cluster766",0,0,0,"N",0,"K14788","NOL10; ribosome biogenesis protein ENP2"
"12605","NVE3366","Gene.5325::NVE3366::g.5325::m.5325","cluster7642",0,0,0,"N",0,"",""
"3450","NVE24641","Gene.37340::NVE24641::g.37340::m.37340","cluster3710",0,0,0,"N",0,"K11841","USP10; ubiquitin carboxyl-terminal hydrolase 10 [EC:3.4.19.12]"
"37831","NVE24641","Gene.37341::NVE24641::g.37341::m.37341","cluster1683",0,0,0,"N",0,"",""
"3451","NVE2267","Gene.3674::NVE2267::g.3674::m.3674","cluster8",0,0,0,"N",0,"K07376","PRKG1; cGMP-dependent protein kinase 1 [EC:2.7.11.12]"
"11350","NVE2267","Gene.3675::NVE2267::g.3675::m.3675","cluster4335",0,0,0,"N",3,"",""
"3452","NVE13183","Gene.20363::NVE13183::g.20363::m.20363","cluster78",0,1,0,"N",0,"K10129","GTSE1; G-2 and S-phase expressed protein 1"
"24491","NVE13183","Gene.20364::NVE13183::g.20364::m.20364","cluster512",0,1,0,"N",0,"",""
"24492","NVE13183","Gene.20365::NVE13183::g.20365::m.20365","cluster211",0,1,0,"N",0,"",""
"24493","NVE13183","Gene.20366::NVE13183::g.20366::m.20366","cluster2391",0,1,0,"N",0,"",""
"3453","NVE18296","Gene.27931::NVE18296::g.27931::m.27931","cluster3988",0,0,0,"Y",0,"K06491","NCAM; neural cell adhesion molecule"
"3454","NVE19611","Gene.29842::NVE19611::g.29842::m.29842","cluster752",0,0,0,"N",9,"K00728","POMT; dolichyl-phosphate-mannose-protein mannosyltransferase [EC:2.4.1.109]"
"3455","NVE11876","Gene.18204::NVE11876::g.18204::m.18204","cluster362",0,0,0,"N",0,"K01359","PCSK1; proprotein convertase subtilisin/kexin type 1 [EC:3.4.21.93]"
"22756","NVE11876","Gene.18205::NVE11876::g.18205::m.18205","cluster2494",0,0,0,"Y",0,"",""
"22757","NVE11876","Gene.18206::NVE11876::g.18206::m.18206","cluster322",0,0,0,"N",0,"",""
"3456","NVE20816","Gene.31660::NVE20816::g.31660::m.31660","cluster1245",0,0,0,"N",0,"K18466","VPS26; vacuolar protein sorting-associated protein 26"
"3457","NVE9058","Gene.13810::NVE9058::g.13810::m.13810","cluster3093",0,0,0,"N",0,"K01951","guaA; GMP synthase (glutamine-hydrolysing) [EC:6.3.5.2]"
"3458","NVE7255","Gene.11092::NVE7255::g.11092::m.11092","cluster436",0,0,0,"N",0,"K13710","ARHGEF7; Rho guanine nucleotide exchange factor 7"
"17147","NVE7255","Gene.11093::NVE7255::g.11093::m.11093","cluster567",0,0,0,"N",0,"",""
"3459","NVE19073","Gene.29050::NVE19073::g.29050::m.29050","cluster1668",0,0,0,"N",0,"K11322","EPC; enhancer of polycomb-like protein"
"3460","NVE22938","Gene.34882::NVE22938::g.34882::m.34882","cluster5032",0,0,0,"N",0,"K10266","FBXW10; F-box and WD-40 domain protein 10"
"35902","NVE22938","Gene.34883::NVE22938::g.34883::m.34883","cluster5032",0,0,0,"N",0,"",""
"3461","NVE6972","Gene.10690::NVE6972::g.10690::m.10690","cluster314",0,0,0,"N",0,"K17478","FKBP15; FK506-binding protein 15"
"16826","NVE6972","Gene.10691::NVE6972::g.10691::m.10691","cluster2982",0,0,0,"N",0,"",""
"16827","NVE6972","Gene.10692::NVE6972::g.10692::m.10692","cluster1618",0,0,0,"N",0,"",""
"16828","NVE6972","Gene.10693::NVE6972::g.10693::m.10693","cluster3491",0,0,0,"Y",0,"",""
"3462","NVE22059","Gene.33576::NVE22059::g.33576::m.33576","cluster1725",0,0,0,"N",1,"K15683","NFXL1; NF-X1-type zinc finger protein NFXL1"
"34844","NVE22059","Gene.33577::NVE22059::g.33577::m.33577","cluster126",0,0,0,"N",0,"",""
"34845","NVE22059","Gene.33578::NVE22059::g.33578::m.33578","cluster1271",0,0,0,"N",0,"",""
"34846","NVE22059","Gene.33579::NVE22059::g.33579::m.33579","cluster7336",0,0,0,"N",0,"",""
"34847","NVE22059","Gene.33580::NVE22059::g.33580::m.33580","cluster5588",0,0,0,"N",1,"",""
"3463","NVE19585","Gene.29790::NVE19585::g.29790::m.29790","cluster2355",0,0,0,"N",0,"K01410","MIPEP; mitochondrial intermediate peptidase [EC:3.4.24.59]"
"31883","NVE19585","Gene.29791::NVE19585::g.29791::m.29791","cluster1884",0,0,0,"N",0,"",""
"3464","NVE7961","Gene.12150::NVE7961::g.12150::m.12150","cluster363",0,0,0,"N",11,"K13750","SLC24A2; solute carrier family 24 (sodium/potassium/calcium exchanger), member 2"
"17981","NVE7961","Gene.12151::NVE7961::g.12151::m.12151","cluster5189",0,0,0,"N",0,"",""
"17982","NVE7961","Gene.12152::NVE7961::g.12152::m.12152","cluster2936",0,0,0,"N",0,"",""
"3465","NVE24282","Gene.36847::NVE24282::g.36847::m.36847","cluster850",0,0,0,"N",0,"K12605","CNOT2; CCR4-NOT transcription complex subunit 2"
"37444","NVE24282","Gene.36848::NVE24282::g.36848::m.36848","cluster2459",0,0,0,"N",2,"",""
"37445","NVE24282","Gene.36849::NVE24282::g.36849::m.36849","cluster2440",0,0,0,"N",0,"",""
"3466","NVE11326","Gene.17342::NVE11326::g.17342::m.17342","cluster128",0,0,0,"N",0,"K10273","FBXL7; F-box and leucine-rich repeat protein 7"
"22080","NVE11326","Gene.17343::NVE11326::g.17343::m.17343","cluster1703",0,0,0,"N",0,"",""
"22081","NVE11326","Gene.17344::NVE11326::g.17344::m.17344","cluster320",0,0,0,"N",0,"",""
"22082","NVE11326","Gene.17345::NVE11326::g.17345::m.17345","cluster1191",0,0,0,"N",2,"",""
"3467","NVE20921","Gene.31802::NVE20921::g.31802::m.31802","cluster244",0,0,0,"N",17,"K15381","DIRC2; MFS transporter, FLVCR family, disrupted in renal carcinoma protein 2"
"33462","NVE20921","Gene.31803::NVE20921::g.31803::m.31803","cluster52",0,0,0,"N",0,"",""
"3468","NVE16356","Gene.25012::NVE16356::g.25012::m.25012","cluster210",0,0,0,"N",0,"K00933","E2.7.3.2; creatine kinase [EC:2.7.3.2]"
"28120","NVE16356","Gene.25013::NVE16356::g.25013::m.25013","cluster4827",0,0,0,"N",0,"",""
"28121","NVE16356","Gene.25014::NVE16356::g.25014::m.25014","cluster3980",0,0,0,"N",0,"",""
"3469","NVE12750","Gene.19527::NVE12750::g.19527::m.19527","cluster488",0,0,0,"N",0,"K00232","E1.3.3.6; acyl-CoA oxidase [EC:1.3.3.6]"
"3470","NVE18309","Gene.27953::NVE18309::g.27953::m.27953","cluster3027",0,0,0,"N",0,"K11501","CENPI; centromere protein I"
"3471","NVE23858","Gene.36200::NVE23858::g.36200::m.36200","cluster362",0,0,0,"N",1,"K01359","PCSK1; proprotein convertase subtilisin/kexin type 1 [EC:3.4.21.93]"
"3472","NVE25944","Gene.39308::NVE25944::g.39308::m.39308","cluster645",0,0,0,"N",0,"K11305","MYST3; histone acetyltransferase MYST3 [EC:2.3.1.48]"
"3473","NVE12024","Gene.18427::NVE12024::g.18427::m.18427","cluster5646",0,0,0,"N",0,"K21598","GCM; chorion-specific transcription factor GCM"
"22922","NVE12024","Gene.18428::NVE12024::g.18428::m.18428","cluster3360",0,0,0,"N",0,"",""
"3474","NVE6657","Gene.10252::NVE6657::g.10252::m.10252","cluster236",0,0,0,"N",0,"K10413","DYNC1H; dynein heavy chain 1, cytosolic"
"3475","NVE17747","Gene.27161::NVE17747::g.27161::m.27161","cluster17",0,0,0,"Y",0,"K03992","MASP1; mannan-binding lectin serine protease 1 [EC:3.4.21.-]"
"3476","NVE25440","Gene.38609::NVE25440::g.38609::m.38609","cluster1814",0,0,0,"N",0,"K03165","TOP3; DNA topoisomerase III [EC:5.99.1.2]"
"38826","NVE25440","Gene.38610::NVE25440::g.38610::m.38610","cluster1692",0,0,0,"N",0,"",""
"3477","NVE13981","Gene.21501::NVE13981::g.21501::m.21501","cluster7",0,0,0,"N",0,"K09232","GLIS1_3; zinc finger protein GLIS1/3"
"3478","NVE4828","Gene.7532::NVE4828::g.7532::m.7532","cluster1801",0,0,0,"N",0,"K08292","EEF2K; elongation factor 2 kinase [EC:2.7.11.20]"
"14347","NVE4828","Gene.7533::NVE4828::g.7533::m.7533","cluster6983",0,0,0,"N",1,"",""
"3479","NVE9492","Gene.14488::NVE9492::g.14488::m.14488","cluster2758",0,0,0,"N",0,"K14862","URB2; nucleolar pre-ribosomal-associated protein 2"
"3480","NVE9969","Gene.15255::NVE9969::g.15255::m.15255","cluster2411",0,0,0,"Y",0,"K12309","GLB1; beta-galactosidase [EC:3.2.1.23]"
"20421","NVE9969","Gene.15256::NVE9969::g.15256::m.15256","cluster8199",0,0,0,"N",0,"",""
"3481","NVE11864","Gene.18189::NVE11864::g.18189::m.18189","cluster2155",0,0,0,"N",0,"K10770","ALKBH8; alkylated DNA repair protein alkB homolog 8 [EC:1.14.11.- 2.1.1.229]"
"3482","NVE18684","Gene.28481::NVE18684::g.28481::m.28481","cluster721",0,0,0,"N",0,"K20292","COG5; conserved oligomeric Golgi complex subunit 5"
"3483","NVE25027","Gene.37978::NVE25027::g.37978::m.37978","cluster1455",0,0,0,"N",0,"K10587","UBE3A; ubiquitin-protein ligase E3 A [EC:2.3.2.26]"
"38330","NVE25027","Gene.37979::NVE25027::g.37979::m.37979","cluster380",0,0,0,"N",0,"",""
"3484","NVE23550","Gene.35731::NVE23550::g.35731::m.35731","cluster1804",0,0,0,"N",0,"K09228","KRAB; KRAB domain-containing zinc finger protein"
"36545","NVE23550","Gene.35732::NVE23550::g.35732::m.35732","cluster5251",0,0,0,"N",2,"",""
"3485","NVE13350","Gene.20590::NVE13350::g.20590::m.20590","cluster5230",0,0,0,"N",0,"K19677","IFT81; intraflagellar transport protein 81"
"3486","NVE17099","Gene.26171::NVE17099::g.26171::m.26171","cluster3",0,0,1,"N",0,"K06724","NRP1; neuropilin 1"
"3487","NVE5185","Gene.8036::NVE5185::g.8036::m.8036","cluster6859",0,0,0,"N",0,"K03129","TAF4; transcription initiation factor TFIID subunit 4"
"3488","NVE4297","Gene.6722::NVE4297::g.6722::m.6722","cluster467",0,0,0,"N",0,"K16571","TUBGCP4; gamma-tubulin complex component 4"
"13711","NVE4297","Gene.6723::NVE4297::g.6723::m.6723","cluster724",0,0,0,"N",0,"",""
"3489","NVE15084","Gene.23115::NVE15084::g.23115::m.23115","cluster972",0,0,0,"N",0,"K10990","RMI1; RecQ-mediated genome instability protein 1"
"3490","NVE12427","Gene.19038::NVE12427::g.19038::m.19038","cluster7633",0,0,0,"N",0,"K06100","SYMPK; symplekin"
"23414","NVE12427","Gene.19039::NVE12427::g.19039::m.19039","cluster497",0,0,0,"N",0,"",""
"23415","NVE12427","Gene.19040::NVE12427::g.19040::m.19040","cluster2654",0,0,0,"N",0,"",""
"3491","NVE22464","Gene.34170::NVE22464::g.34170::m.34170","cluster109",0,0,0,"N",0,"K13339","PEX6; peroxin-6"
"3492","NVE3958","Gene.6255::NVE3958::g.6255::m.6255","cluster2709",0,0,0,"N",0,"K07369","MALT1; mucosa-associated lymphoid tissue lymphoma translocation protein 1 [EC:3.4.22.-]"
"3493","NVE9022","Gene.13746::NVE9022::g.13746::m.13746","cluster116",0,0,0,"N",0,"K11833","USP2; ubiquitin carboxyl-terminal hydrolase 2 [EC:3.4.19.12]"
"3494","NVE6175","Gene.9538::NVE6175::g.9538::m.9538","cluster600",0,0,0,"N",1,"K20777","EXD2; exonuclease 3'-5' domain-containing protein 2 [EC:3.1.11.1]"
"3495","NVE25699","Gene.38979::NVE25699::g.38979::m.38979","cluster24",0,0,0,"N",8,"K08202","SLC22A4_5; MFS transporter, OCT family, solute carrier family 22 (organic cation transporter), member 4/5"
"39107","NVE25699","Gene.38980::NVE25699::g.38980::m.38980","cluster5041",0,0,0,"N",0,"",""
"39108","NVE25699","Gene.38981::NVE25699::g.38981::m.38981","cluster5041",0,0,0,"N",0,"",""
"39109","NVE25699","Gene.38982::NVE25699::g.38982::m.38982","cluster2210",0,0,0,"N",0,"",""
"39110","NVE25699","Gene.38983::NVE25699::g.38983::m.38983","cluster3751",0,0,0,"N",0,"",""
"3496","NVE9296","Gene.14192::NVE9296::g.14192::m.14192","cluster1337",0,0,0,"N",0,"K21625","DMTF1; cyclin-D-binding Myb-like transcription factor 1"
"19587","NVE9296","Gene.14193::NVE9296::g.14193::m.14193","cluster41",0,0,0,"N",0,"",""
"19588","NVE9296","Gene.14194::NVE9296::g.14194::m.14194","cluster721",0,0,0,"N",0,"",""
"19589","NVE9296","Gene.14195::NVE9296::g.14195::m.14195","cluster942",0,0,0,"N",0,"",""
"3497","NVE1308","Gene.2178::NVE1308::g.2178::m.2178","cluster462",0,0,0,"N",14,"K13871","SLC7A14; solute carrier family 7 (cationic amino acid transporter), member 14"
"3498","NVE15813","Gene.24199::NVE15813::g.24199::m.24199","cluster4896",0,0,0,"N",5,"K16579","DCX; neuronal migration protein doublecortin"
"27482","NVE15813","Gene.24200::NVE15813::g.24200::m.24200","cluster2942",0,0,0,"N",4,"",""
"27483","NVE15813","Gene.24201::NVE15813::g.24201::m.24201","cluster6632",0,0,0,"N",0,"",""
"27484","NVE15813","Gene.24202::NVE15813::g.24202::m.24202","cluster2942",0,0,0,"N",3,"",""
"3499","NVE2972","Gene.4708::NVE2972::g.4708::m.4708","cluster455",0,0,0,"N",0,"K14416","HBS1; elongation factor 1 alpha-like protein"
"12129","NVE2972","Gene.4709::NVE2972::g.4709::m.4709","cluster1818",0,0,0,"N",0,"",""
"12130","NVE2972","Gene.4710::NVE2972::g.4710::m.4710","cluster3961",0,0,0,"N",0,"",""
"3500","NVE22659","Gene.34499::NVE22659::g.34499::m.34499","cluster549",0,0,0,"N",0,"K16806","MAP7D1; MAP7 domain-containing protein 1"
"35588","NVE22659","Gene.34500::NVE22659::g.34500::m.34500","cluster407",0,0,0,"N",0,"",""
"3501","NVE11722","Gene.17969::NVE11722::g.17969::m.17969","cluster2074",0,0,0,"N",0,"K16769","CKAP2; cytoskeleton-associated protein 2"
"22577","NVE11722","Gene.17970::NVE11722::g.17970::m.17970","cluster1904",0,0,0,"N",0,"",""
"22578","NVE11722","Gene.17971::NVE11722::g.17971::m.17971","cluster8436",0,0,0,"N",3,"",""
"3502","NVE19164","Gene.29195::NVE19164::g.29195::m.29195","cluster3597",0,0,0,"Y",1,"K04362","FGFR1; fibroblast growth factor receptor 1 [EC:2.7.10.1]"
"31425","NVE19164","Gene.29196::NVE19164::g.29196::m.29196","cluster4652",0,0,0,"N",0,"",""
"3503","NVE18774","Gene.28608::NVE18774::g.28608::m.28608","cluster1123",0,0,0,"N",1,"K04967",""
"30957","NVE18774","Gene.28609::NVE18774::g.28609::m.28609","cluster4270",0,0,0,"N",0,"",""
"3504","NVE8287","Gene.12644::NVE8287::g.12644::m.12644","cluster37",0,0,0,"N",0,"K16728","CEP152; centrosomal protein CEP152"
