"","Contig","GO"
"37808","NVE3966","GO:0042626"
"37809","NVE3966","GO:0055085"
"37815","NVE3967","GO:0008375"
"37816","NVE3967","GO:0016020"
"37817","NVE3970","GO:0005506"
"37818","NVE3970","GO:0009279"
"37819","NVE3970","GO:0015891"
"37820","NVE3970","GO:0038023"
"37821","NVE3970","GO:0003723"
"37828","NVE3971","GO:0005741"
"37829","NVE3971","GO:0008630"
"37830","NVE3971","GO:0016021"
"37831","NVE3971","GO:0042803"
"37832","NVE3971","GO:0042981"
"37833","NVE3971","GO:0046982"
"37834","NVE3971","GO:0097192"
"37835","NVE3972","GO:0016021"
"37836","NVE3972","GO:0055085"
"37837","NVE3973","GO:0003723"
"37838","NVE3973","GO:0016787"
"37849","NVE3974","GO:0006511"
"37850","NVE3974","GO:0008270"
"37851","NVE3974","GO:0016579"
"37852","NVE3974","GO:0036459"
"37857","NVE3975","GO:0016021"
"37859","NVE3976","GO:0003700"
"37860","NVE3976","GO:0005634"
"37861","NVE3976","GO:0005667"
"37862","NVE3976","GO:0005737"
"37863","NVE3976","GO:0006351"
"37864","NVE3976","GO:0046983"
"37865","NVE3976","GO:0003677"
"37872","NVE3979","GO:0005524"
"37873","NVE3979","GO:0005634"
"37874","NVE3979","GO:0006281"
"37875","NVE3979","GO:0016301"
"37876","NVE3980","GO:0000139"
"37877","NVE3980","GO:0006890"
"37878","NVE3980","GO:0015031"
"37879","NVE3980","GO:0030126"
"37892","NVE3981","GO:0005509"
"37894","NVE3982","GO:0005509"
"37897","NVE3983","GO:0003677"
"37898","NVE3983","GO:0005634"
"37899","NVE3983","GO:0006351"
"37900","NVE3983","GO:0006355"
"37901","NVE3983","GO:0007275"
"37907","NVE3985","GO:0004725"
"37908","NVE3987",""
"37909","NVE3988","GO:0003684"
"37910","NVE3988","GO:0003887"
"37911","NVE3988","GO:0006281"
"37921","NVE3989","GO:0016702"
"37922","NVE3989","GO:0046872"
"37923","NVE3990","GO:0000209"
"37924","NVE3990","GO:0043161"
"37925","NVE3990","GO:0061630"
"37926","NVE3992","GO:0004222"
"37927","NVE3992","GO:0008270"
"37928","NVE3993",""
"37929","NVE3993","GO:0005634"
"37930","NVE3997","GO:0051018"
"37931","NVE3997","GO:0060828"
"37934","NVE3998","GO:0003676"
"37935","NVE3998","GO:0008270"
"37936","NVE4002","GO:0003697"
"37937","NVE4002","GO:0003896"
"37938","NVE4002","GO:0005658"
"37939","NVE4002","GO:0006269"
"37941","NVE4003","GO:0003697"
"37942","NVE4003","GO:0003896"
"37943","NVE4003","GO:0005658"
"37944","NVE4003","GO:0006269"
"37945","NVE4004","GO:0034993"
"37946","NVE4004","GO:0051015"
"37947","NVE4004","GO:0090286"
"37972","NVE4006","GO:0003700"
"37973","NVE4006","GO:0005634"
"37974","NVE4006","GO:0043565"
"37975","NVE4006","GO:0046872"
"37976","NVE4008","GO:0000027"
"37977","NVE4008","GO:0005524"
"37978","NVE4008","GO:0005634"
"37979","NVE4008","GO:0016887"
"37980","NVE4010","GO:0016021"
"37982","NVE4011","GO:0000287"
"37983","NVE4011","GO:0005737"
"37984","NVE4011","GO:0008253"
"37988","NVE4012",""
"37991","NVE4013","GO:0005109"
"37992","NVE4013","GO:0005615"
"37993","NVE4013","GO:0007275"
"37994","NVE4013","GO:0016055"
"37995","NVE4013","GO:0045165"
"37996","NVE4013","GO:0005102"
"37997","NVE4013","GO:0005576"
"38000","NVE4014","GO:0005109"
"38001","NVE4014","GO:0005615"
"38002","NVE4014","GO:0007275"
"38003","NVE4014","GO:0016055"
"38004","NVE4014","GO:0045165"
"38005","NVE4014","GO:0005102"
"38006","NVE4014","GO:0005576"
"38009","NVE4016","GO:0016740"
"38010","NVE4017","GO:0000123"
"38011","NVE4017","GO:0016301"
"38012","NVE4017","GO:0016573"
"38013","NVE4020","GO:0003937"
"38014","NVE4020","GO:0004643"
"38015","NVE4020","GO:0006164"
"38019","NVE4021","GO:0003677"
"38020","NVE4021","GO:0003700"
"38021","NVE4021","GO:0006351"
"38028","NVE4023","GO:0070492"
"38032","NVE4024","GO:0005622"
"38033","NVE4024","GO:0008270"
"38040","NVE4025","GO:0004672"
"38041","NVE4025","GO:0005524"
"38044","NVE4026","GO:0005344"
"38045","NVE4026","GO:0005506"
"38046","NVE4026","GO:0019825"
"38047","NVE4026","GO:0020037"
"38056","NVE4027","GO:0000387"
"38057","NVE4027","GO:0000481"
"38058","NVE4027","GO:0045292"
"38059","NVE4027","GO:0046540"
"38060","NVE4028","GO:0005768"
"38061","NVE4028","GO:0006897"
"38062","NVE4028","GO:0016050"
"38063","NVE4028","GO:0019898"
"38064","NVE4028","GO:0035091"
"38065","NVE4030","GO:0004367"
"38066","NVE4030","GO:0005975"
"38067","NVE4030","GO:0009331"
"38068","NVE4030","GO:0042803"
"38069","NVE4030","GO:0046168"
"38070","NVE4030","GO:0051287"
"38071","NVE4031","GO:0004888"
"38072","NVE4031","GO:0005230"
"38073","NVE4031","GO:0005886"
"38074","NVE4031","GO:0016021"
"38075","NVE4032","GO:0004617"
"38076","NVE4032","GO:0006564"
"38077","NVE4032","GO:0051287"
"38081","NVE4033","GO:0003723"
"38082","NVE4034","GO:0004190"
"38083","NVE4034","GO:0006508"
"38084","NVE4034","GO:0016021"
"38085","NVE4034","GO:0030163"
"38088","NVE4035","GO:0005085"
"38089","NVE4035","GO:0005622"
"38090","NVE4035","GO:0007264"
"38094","NVE4036","GO:0005085"
"38095","NVE4036","GO:0005622"
"38096","NVE4036","GO:0007264"
"38115","NVE4037","GO:0005085"
"38116","NVE4037","GO:0005622"
"38117","NVE4037","GO:0007264"
"38121","NVE4038","GO:0005576"
"38122","NVE4038","GO:0009405"
"38127","NVE4039","GO:0000079"
"38128","NVE4039","GO:0019901"
"38131","NVE4040","GO:0007165"
"38132","NVE4043","GO:0016021"
"38134","NVE4044","GO:0004888"
"38135","NVE4044","GO:0016021"
"38136","NVE4044","GO:0022848"
"38137","NVE4044","GO:0030054"
"38138","NVE4044","GO:0045211"
"38139","NVE4045","GO:0004888"
"38140","NVE4045","GO:0016021"
"38141","NVE4045","GO:0022848"
"38142","NVE4045","GO:0030054"
"38143","NVE4045","GO:0045211"
"38144","NVE4046","GO:0009922"
"38145","NVE4046","GO:0019367"
"38146","NVE4046","GO:0030148"
"38147","NVE4046","GO:0030176"
"38148","NVE4046","GO:0034625"
"38149","NVE4046","GO:0034626"
"38150","NVE4046","GO:0042761"
"38151","NVE4046","GO:0102336"
"38152","NVE4046","GO:0102337"
"38153","NVE4046","GO:0102338"
"38154","NVE4046","GO:0102756"
"38155","NVE4046","GO:0006633"
"38156","NVE4046","GO:0016021"
"38161","NVE4047","GO:0009922"
"38162","NVE4047","GO:0019367"
"38163","NVE4047","GO:0030148"
"38164","NVE4047","GO:0030176"
"38165","NVE4047","GO:0034625"
"38166","NVE4047","GO:0034626"
"38167","NVE4047","GO:0042761"
"38168","NVE4047","GO:0102336"
"38169","NVE4047","GO:0102337"
"38170","NVE4047","GO:0102338"
"38171","NVE4047","GO:0102756"
"38172","NVE4048","GO:0016021"
"38173","NVE4049","GO:0007165"
"38174","NVE4051","GO:0005786"
"38175","NVE4051","GO:0006614"
"38176","NVE4051","GO:0008312"
"38177","NVE4051","GO:0030942"
"38178","NVE4051","GO:0045047"
"38179","NVE4052","GO:0016021"
"38180","NVE4054","GO:0016021"
"38181","NVE4056","GO:0005622"
"38182","NVE4056","GO:0007155"
"38183","NVE4056","GO:0007266"
"38184","NVE4056","GO:0051015"
"38188","NVE4056","GO:0045296"
"38190","NVE4057","GO:0000922"
"38191","NVE4057","GO:0005813"
"38192","NVE4057","GO:0005874"
"38193","NVE4057","GO:0032467"
"38194","NVE4058","GO:0000786"
"38195","NVE4058","GO:0003677"
"38196","NVE4058","GO:0005634"
"38197","NVE4058","GO:0006334"
"38198","NVE4058","GO:0046982"
"38244","NVE4060","GO:0005887"
"38245","NVE4060","GO:0008514"
"38252","NVE4063","GO:0004888"
"38253","NVE4063","GO:0005230"
"38254","NVE4063","GO:0005886"
"38255","NVE4063","GO:0016021"
"38257","NVE4063","GO:0005216"
"38259","NVE4067","GO:0005737"
"38260","NVE4067","GO:0008541"
"38261","NVE4067","GO:0031595"
"38262","NVE4067","GO:0043161"
"38267","NVE4068","GO:0005524"
"38269","NVE4068",""
"38274","NVE4070","GO:0004725"
"38275","NVE4071","GO:0016021"
"38276","NVE4071","GO:0022857"
"38281","NVE4073","GO:0005509"
"38283","NVE4077","GO:0003677"
"38284","NVE4077","GO:0006310"
"38285","NVE4077","GO:0015074"
"38286","NVE4079","GO:0016021"
"38287","NVE4080","GO:0016021"
"38338","NVE4082","GO:0016627"
"38339","NVE4082","GO:0050660"
"38342","NVE4083","GO:0003723"
"38343","NVE4083","GO:0006396"
"38344","NVE4085","GO:0030891"
"38345","NVE4085","GO:0070449"
"38346","NVE4085","GO:0003746"
"38347","NVE4086","GO:0016021"
"38348","NVE4086","GO:0036513"
"38349","NVE4086","GO:0044390"
"38350","NVE4086","GO:0071712"
"38352","NVE4086","GO:0016874"
"38353","NVE4087","GO:0016021"
"38354","NVE4088","GO:0005737"
"38355","NVE4088","GO:0006629"
"38356","NVE4088","GO:0016021"
"38357","NVE4088","GO:0016491"
"38358","NVE4088","GO:0016627"
"38363","NVE4090","GO:0003676"
"38364","NVE4090","GO:0004004"
"38365","NVE4090","GO:0005524"
"38366","NVE4090","GO:0005730"
"38367","NVE4090","GO:0005737"
"38368","NVE4090","GO:0006364"
"38369","NVE4090","GO:0010501"
"38370","NVE4092","GO:0003723"
"38371","NVE4092","GO:0005654"
"38372","NVE4092","GO:0005730"
"38373","NVE4092","GO:0007165"
"38378","NVE4093","GO:0003723"
"38379","NVE4093","GO:0005654"
"38380","NVE4093","GO:0005730"
"38381","NVE4093","GO:0007165"
"38386","NVE4095","GO:0005096"
"38387","NVE4095","GO:0005737"
"38388","NVE4095","GO:0005886"
"38389","NVE4096","GO:0005929"
"38390","NVE4096","GO:0010824"
"38391","NVE4096","GO:0034451"
"38392","NVE4096","GO:0035735"
"38393","NVE4096","GO:0060271"
"38394","NVE4098","GO:0005634"
"38395","NVE4098","GO:0006511"
"38396","NVE4098","GO:0016579"
"38397","NVE4098","GO:0036459"
"38401","NVE4100","GO:0016021"
"38402","NVE4100","GO:0022857"
"38403","NVE4101","GO:0004930"
"38404","NVE4101","GO:0016021"
"38405","NVE4102","GO:0016021"
"38406","NVE4103","GO:0006629"
"38407","NVE4103","GO:0030729"
"38408","NVE4104","GO:0006807"
"38410","NVE4105","GO:0003676"
"38411","NVE4105","GO:0015074"
"38414","NVE4107","GO:0006541"
"38415","NVE4107","GO:0008153"
"38416","NVE4107","GO:0046820"
"38418","NVE4107","GO:0009058"
"38419","NVE4107","GO:0005524"
"38420","NVE4109","GO:0000054"
"38421","NVE4109","GO:0003924"
"38422","NVE4109","GO:0005525"
"38423","NVE4109","GO:0005634"
"38424","NVE4109","GO:0005737"
"38425","NVE4109","GO:0006606"
"38429","NVE4109","GO:0006913"
"38430","NVE4109","GO:0015031"
"38431","NVE4110","GO:0000149"
"38432","NVE4110","GO:0005484"
"38433","NVE4110","GO:0005886"
"38434","NVE4110","GO:0006886"
"38435","NVE4110","GO:0006887"
"38436","NVE4110","GO:0006906"
"38437","NVE4110","GO:0012505"
"38438","NVE4110","GO:0016021"
"38439","NVE4110","GO:0017157"
"38440","NVE4110","GO:0031201"
"38441","NVE4110","GO:0048278"
"38442","NVE4111","GO:0050188"
"38444","NVE4112","GO:0004722"
"38445","NVE4112","GO:0046872"
"38448","NVE4113","GO:0003677"
"38449","NVE4113","GO:0006310"
"38450","NVE4113","GO:0015074"
"38451","NVE4114","GO:0070492"
"38456","NVE4115","GO:0051015"
"38457","NVE4115","GO:0051017"
"38460","NVE4116","GO:0042754"
"38461","NVE4116","GO:0045892"
"38462","NVE4118","GO:0005634"
"38463","NVE4118","GO:0030317"
"38464","NVE4118","GO:0036126"
"38465","NVE4118","GO:0060271"
"38466","NVE4118","GO:0060294"
"38472","NVE4119","GO:0016021"
"38474","NVE4120","GO:0005667"
"38475","NVE4120","GO:0030374"
"38476","NVE4120","GO:0035097"
"38477","NVE4120","GO:0045944"
"38478","NVE4121","GO:0005737"
"38479","NVE4121","GO:0047617"
"38480","NVE4121",""
"38481","NVE4122","GO:0005385"
"38482","NVE4122","GO:0005887"
"38483","NVE4122","GO:0006882"
"38484","NVE4122","GO:0071578"
"38489","NVE4124","GO:0004725"
"38490","NVE4124","GO:0006355"
"38491","NVE4124","GO:0007275"
"38492","NVE4124","GO:0046872"
"38494","NVE4124","GO:0005634"
"38497","NVE4124","GO:0016576"
"38498","NVE4124","GO:0030154"
"38499","NVE4124","GO:0045739"
"38501","NVE4124","GO:0048856"
"38502","NVE4124","GO:2001240"
"38503","NVE4125","GO:0004930"
"38504","NVE4125","GO:0016021"
"38507","NVE4126","GO:0016021"
"38508","NVE4126","GO:0008236"
"38514","NVE4127","GO:0004129"
"38515","NVE4127","GO:0005751"
"38516","NVE4127","GO:0006123"
"38517","NVE4127","GO:0042776"
"38518","NVE4128","GO:0051726"
"38519","NVE4129","GO:0004497"
"38520","NVE4129","GO:0005506"
"38521","NVE4129","GO:0006805"
"38522","NVE4129","GO:0008202"
"38523","NVE4129","GO:0016705"
"38524","NVE4129","GO:0020037"
"38525","NVE4129","GO:0042572"
"38526","NVE4129","GO:0043231"
"38535","NVE4130","GO:0000439"
"38536","NVE4130","GO:0003684"
"38537","NVE4130","GO:0005675"
"38538","NVE4130","GO:0006289"
"38539","NVE4130","GO:0008135"
"38540","NVE4130","GO:0070816"
"38541","NVE4135","GO:0016021"
"38543","NVE4136","GO:0016021"
"38544","NVE4136","GO:0055085"
"38546","NVE4137","GO:0016787"
"38547","NVE4137","GO:0046856"
"38548","NVE4138","GO:0005930"
"38549","NVE4138","GO:0030991"
"38550","NVE4138","GO:0035721"
"38551","NVE4138","GO:0036064"
"38552","NVE4138","GO:0060271"
"38553","NVE4139","GO:0003341"
"38554","NVE4139","GO:0005524"
"38555","NVE4139","GO:0008569"
"38556","NVE4139","GO:0036157"
"38557","NVE4139","GO:0036158"
"38558","NVE4139","GO:0045503"
"38559","NVE4139","GO:0045505"
"38560","NVE4139","GO:0051959"
"38561","NVE4139","GO:0003777"
"38562","NVE4139","GO:0007018"
"38566","NVE4139","GO:0016887"
"38567","NVE4139","GO:0030286"
"38568","NVE4140","GO:0005739"
"38569","NVE4140","GO:0006744"
"38570","NVE4140","GO:0015039"
"38574","NVE4141","GO:0016779"
"38576","NVE4143","GO:0003676"
"38577","NVE4143","GO:0005524"
"38578","NVE4143","GO:0006260"
"38579","NVE4143","GO:0006281"
"38580","NVE4143","GO:0006310"
"38581","NVE4143","GO:0015074"
"38582","NVE4143","GO:0043140"
"38583","NVE4144","GO:0003676"
"38584","NVE4144","GO:0005524"
"38585","NVE4144","GO:0006260"
"38586","NVE4144","GO:0006281"
"38587","NVE4144","GO:0006310"
"38588","NVE4144","GO:0015074"
"38589","NVE4144","GO:0043140"
"38590","NVE4146","GO:0005737"
"38591","NVE4146","GO:0051179"
"38592","NVE4147","GO:0005622"
"38593","NVE4147","GO:0008270"
"38614","NVE4149","GO:0016021"
"38618","NVE4150",""
"38619","NVE4151","GO:0070492"
"38622","NVE4153","GO:0016055"
"38623","NVE4154","GO:0005506"
"38624","NVE4154","GO:0016705"
"38625","NVE4154","GO:0031418"
"38627","NVE4154","GO:0005509"
"38628","NVE4154","GO:0016021"
"38631","NVE4155","GO:0005509"
"38632","NVE4155","GO:0005886"
"38633","NVE4155","GO:0007156"
"38634","NVE4155","GO:0016021"
"38647","NVE4155","GO:0005328"
"38648","NVE4155","GO:0005887"
"38649","NVE4155","GO:0015171"
"38656","NVE4156","GO:0005506"
"38657","NVE4156","GO:0016705"
"38658","NVE4156","GO:0031418"
"38660","NVE4156","GO:0005509"
"38661","NVE4156","GO:0016021"
"38664","NVE4157","GO:0005956"
"38665","NVE4157","GO:0016301"
"38666","NVE4157","GO:0019887"
"38777","NVE4157",""
"38786","NVE4157","GO:0003682"
"38787","NVE4157","GO:0004674"
"38788","NVE4157","GO:0005102"
"38789","NVE4157","GO:0005737"
"38790","NVE4157","GO:0005886"
"38792","NVE4157","GO:0008134"
"38793","NVE4157","GO:0010862"
"38794","NVE4157","GO:0018107"
"38796","NVE4157","GO:0019904"
"38797","NVE4157","GO:0031519"
"38798","NVE4157","GO:0032927"
"38799","NVE4157","GO:0033211"
"38800","NVE4157","GO:0042802"
"38801","NVE4157","GO:0043537"
"38802","NVE4157","GO:0061154"
"38965","NVE4157","GO:0016055"
"38967","NVE4157","GO:0046872"
"38998","NVE4158","GO:0005634"
"38999","NVE4158","GO:0046982"
"39000","NVE4159",""
"39001","NVE4162","GO:0003676"
"39002","NVE4162","GO:0015074"
"39003","NVE4164","GO:0005509"
"39007","NVE4165","GO:0004407"
"39008","NVE4165","GO:0046872"
"39009","NVE4165","GO:0005634"
"39010","NVE4165","GO:0006351"
"39011","NVE4165","GO:0006355"
"39012","NVE4165","GO:0032041"
"39013","NVE4166","GO:0003676"
"39014","NVE4166","GO:0004672"
"39015","NVE4166","GO:0005524"
"39016","NVE4166","GO:0030246"
"39017","NVE4169","GO:0016301"
"39018","NVE4169","GO:0016773"
"39029","NVE4170","GO:0003755"
"39032","NVE4171",""
"39033","NVE4171","GO:0000349"
"39034","NVE4171","GO:0000974"
"39035","NVE4171","GO:0006283"
"39036","NVE4171","GO:0006351"
"39037","NVE4171","GO:0071007"
"39038","NVE4171","GO:0071010"
"39039","NVE4171","GO:0071012"
"39040","NVE4171","GO:0071013"
"39041","NVE4171","GO:0071014"
"39042","NVE4171","GO:0006396"
"39045","NVE4172","GO:0070492"
"39049","NVE4177","GO:0046872"
"39050","NVE4178","GO:0005622"
"39051","NVE4178","GO:0016021"
"39052","NVE4179","GO:0016021"
"39055","NVE4179","GO:0005044"
"39056","NVE4179","GO:0016020"
"39057","NVE4180","GO:0015098"
"39058","NVE4180","GO:0016021"
"39059","NVE4184","GO:0004930"
"39060","NVE4184","GO:0007166"
"39061","NVE4184","GO:0016021"
"39068","NVE4185","GO:0004930"
"39069","NVE4185","GO:0007166"
"39070","NVE4185","GO:0016021"
"39083","NVE4189",""
"39095","NVE4190","GO:0000398"
"39096","NVE4190","GO:0005681"
"39097","NVE4191","GO:0004222"
"39098","NVE4191","GO:0046872"
"39099","NVE4192",""
"39100","NVE4193","GO:0004842"
"39101","NVE4195","GO:0004970"
"39102","NVE4195","GO:0005234"
"39103","NVE4195","GO:0005886"
"39104","NVE4195","GO:0016021"
"39105","NVE4195","GO:0098794"
"39108","NVE4196","GO:0003841"
"39109","NVE4196","GO:0005783"
"39110","NVE4196","GO:0016021"
"39111","NVE4196","GO:0046474"
"39112","NVE4196","GO:0047184"
"39113","NVE4197","GO:0005887"
"39114","NVE4197","GO:0008514"
"39115","NVE4197","GO:0016021"
"39116","NVE4197","GO:0022857"
"39117","NVE4198","GO:0000145"
"39118","NVE4198","GO:0006887"
"39119","NVE4199","GO:0016192"
"39120","NVE4199","GO:0031982"
"39123","NVE4200","GO:0016192"
"39124","NVE4200","GO:0031982"
"39127","NVE4201","GO:0004311"
"39128","NVE4201","GO:0005739"
"39129","NVE4201","GO:0006783"
"39130","NVE4201","GO:0008495"
"39131","NVE4201","GO:0016021"
"39132","NVE4201","GO:0031966"
"39133","NVE4201","GO:0045333"
"39134","NVE4201","GO:0048034"
"39142","NVE4202","GO:0001682"
"39143","NVE4202","GO:0004526"
"39144","NVE4202","GO:0005655"
"39145","NVE4202","GO:0008033"
"39146","NVE4205","GO:0006869"
"39147","NVE4205","GO:0008289"
"39148","NVE4205","GO:0016021"
"39149","NVE4206","GO:0005509"
"39150","NVE4207","GO:0006869"
"39151","NVE4207","GO:0008289"
"39152","NVE4207","GO:0016021"
"39156","NVE4208","GO:0000151"
"39157","NVE4208","GO:0016567"
"39158","NVE4209","GO:0005524"
"39165","NVE4209",""
"39200","NVE4209","GO:0016021"
"39208","NVE4211","GO:0004725"
"39209","NVE4212","GO:0016021"
"39210","NVE4212","GO:0016301"
"39215","NVE4213","GO:0004725"
"39216","NVE4214","GO:0004713"
"39217","NVE4214","GO:0005524"
"39218","NVE4214","GO:0016021"
"39219","NVE4216","GO:0004713"
"39220","NVE4216","GO:0005524"
"39221","NVE4216","GO:0016021"
"39222","NVE4217","GO:0005524"
"39223","NVE4217","GO:0006812"
"39224","NVE4217","GO:0016021"
"39225","NVE4217","GO:0016887"
"39226","NVE4217","GO:0046872"
"39233","NVE4218","GO:0004713"
"39234","NVE4218","GO:0005524"
"39235","NVE4218","GO:0016021"
"39236","NVE4219","GO:0004674"
"39237","NVE4219","GO:0005524"
"39238","NVE4219","GO:0004672"
"39240","NVE4220","GO:0008083"
"39242","NVE4222","GO:0005788"
"39243","NVE4222","GO:0030433"
"39244","NVE4222","GO:0030970"
"39248","NVE4223","GO:0004514"
"39249","NVE4223","GO:0005737"
"39250","NVE4223","GO:0009435"
"39251","NVE4223","GO:0034213"
"39252","NVE4227","GO:0005509"
"39255","NVE4229","GO:0006633"
"39256","NVE4229","GO:0016747"
"39257","NVE4230","GO:0000118"
"39258","NVE4230","GO:0005813"
"39259","NVE4230","GO:0016607"
"39260","NVE4230","GO:0019901"
"39261","NVE4230","GO:0045892"
"39262","NVE4231","GO:0000139"
"39263","NVE4231","GO:0006486"
"39264","NVE4231","GO:0016021"
"39265","NVE4231","GO:0016757"
"39266","NVE4231","GO:0030246"
"39272","NVE4232","GO:0016491"
"39274","NVE4232","GO:0051213"
"39275","NVE4233","GO:0005737"
"39276","NVE4233","GO:0120013"
"39277","NVE4236","GO:0003756"
"39278","NVE4236","GO:0005783"
"39279","NVE4236","GO:0006457"
"39280","NVE4236","GO:0034976"
"39281","NVE4236","GO:0045454"
"39282","NVE4236","GO:0005623"
"39284","NVE4237","GO:0005525"
"39285","NVE4237","GO:0005622"
"39286","NVE4238","GO:0000139"
"39287","NVE4238","GO:0015165"
"39288","NVE4238","GO:0016021"
"39289","NVE4238","GO:0015021"
"39290","NVE4239","GO:0008146"
"39291","NVE4239","GO:0016021"
"39292","NVE4241","GO:0005509"
"39293","NVE4241","GO:0005518"
"39294","NVE4241","GO:0005615"
"39295","NVE4241","GO:0048856"
"39296","NVE4241","GO:0050840"
"39297","NVE4241","GO:0062023"
"39304","NVE4242","GO:0008270"
"39305","NVE4242","GO:0016021"
"39306","NVE4245","GO:0005524"
"39307","NVE4245","GO:0016021"
"39308","NVE4245","GO:0042626"
"39309","NVE4246",""
"39312","NVE4250","GO:0000338"
"39313","NVE4250","GO:0008180"
"39314","NVE4250","GO:0010387"
"39316","NVE4250","GO:0005737"
"39319","NVE4251","GO:0005623"
"39320","NVE4251","GO:0016491"
"39321","NVE4251","GO:0045454"
"39322","NVE4252","GO:0005634"
"39323","NVE4252","GO:0005737"
"39324","NVE4252","GO:0006606"
"39325","NVE4252","GO:0016021"
"39326","NVE4253","GO:0016021"
"39327","NVE4254","GO:0004114"
"39328","NVE4254","GO:0007165"
"39329","NVE4254","GO:0046872"
"39333","NVE4255","GO:0004114"
"39334","NVE4255","GO:0007165"
"39335","NVE4255","GO:0046872"
"39336","NVE4256","GO:0036064"
"39337","NVE4257","GO:0036064"
"39338","NVE4258","GO:0005737"
"39339","NVE4258","GO:0071566"
"39340","NVE4258","GO:0071569"
"39341","NVE4258","GO:0008641"
"39343","NVE4259","GO:0004970"
"39344","NVE4259","GO:0005234"
"39345","NVE4259","GO:0016021"
"39346","NVE4259","GO:0098794"
"39349","NVE4259","GO:0005886"
"39352","NVE4262","GO:0016021"
"39353","NVE4263","GO:0006511"
"39354","NVE4263","GO:0016579"
"39355","NVE4263","GO:0036459"
"39358","NVE4269","GO:0004672"
"39359","NVE4269","GO:0005524"
"39361","NVE4269","GO:0005737"
"39362","NVE4269","GO:0007346"
"39363","NVE4269","GO:0008349"
"39364","NVE4269","GO:0023014"
"39365","NVE4269","GO:0031098"
"39366","NVE4269","GO:0032147"
"39367","NVE4269","GO:0042981"
"39376","NVE4270","GO:0005643"
